date,app,platform,network,cdn,geography,stream_type,vst_p50,vst_p95,rebuffer_ratio,rebuffer_rate,vsf,ebvs,avg_rendered_bitrate,downshift_frequency,total_watch_time,avg_session_duration,dau,wau,mau,content_completion_25,content_completion_50,content_completion_75,content_completion_100,browse_to_play,ad_fill_rate,ad_start_failure,vcr_ads,ad_pod_dropoff,churn_rate,arpu,cdn_cache_hit_ratio,manifest_fetch_latency,ttfb,volume
2020-10-22,App_A,Desktop Web,Wi-Fi,AWS CloudFront,Metro,VOD Series,1.72,4.58,2.06,0.93,1.85,2.52,3.97,2.37,3690,20.3,5969,28550,64069,78.9,60.1,46,28.3,55.2,81.4,1.48,67.3,8.9,5.48,2.48,89.6,224,175,8436
2020-10-22,App_B,Apple TV,Comcast Xfinity,Fastly,Country,VOD Series,2.04,4.13,2.45,1.01,1.46,2.92,3.84,2.01,3042,17.2,5503,26509,68379,82.2,64.1,46.4,27.9,49,80.5,1.88,60.2,10.6,5.29,2.35,87.3,317,173,9487
2020-10-23,App_A,Android,Broadband,AWS CloudFront,Region,VOD Series,1.63,3.79,2.06,0.8,1.34,2.08,3.73,2.08,3037,18.6,6529,31102,81276,77.4,64.1,45.2,30.1,54.9,79.7,1.66,64.4,10.1,5.51,2.59,86.8,257,161,11649
2020-10-23,App_B,Android TV,T-Mobile,Akamai,Country,Live Sports/Events,2.01,5.12,2.37,1.12,2.01,2.82,3.82,2.51,3162,16.3,4999,23856,53387,78.4,59.6,43.4,28.7,47.1,79.5,2.11,63,10.1,5.52,2.29,87,279,191,6021
2020-10-24,App_A,Tizen,Wi-Fi,Akamai,Region,Live Sports/Events,1.7,4.37,1.91,0.99,1.54,2.56,4.49,1.99,3594,20.8,5991,28462,75643,83,64.2,48.1,29.1,53.6,80.4,1.52,65.2,10.2,5.25,2.84,88.3,278,207,8332
2020-10-24,App_B,iOS,Cellular 4G,Akamai,Country,VOD Series,2.21,4.24,2.81,1.1,1.96,2.09,3.78,2.78,2621,16,5601,26619,66631,78.1,65.3,44.4,29,50.6,81.7,1.72,61.6,10.9,6.68,2.52,89.6,316,220,7718
2020-10-25,App_A,Android,Broadband,Fastly,Country,Live Sports/Events,1.6,3.98,2.48,1.05,1.68,2.63,3.61,2.09,3685,20.1,5732,27569,71464,81,63.2,45.9,28.6,53.4,82.6,1.84,67.9,9.3,5.85,2.65,88.7,281,173,9052
2020-10-25,App_B,iOS,Airtel,Akamai,Metro,Live Sports/Events,1.96,4.8,2.66,1.14,1.42,2.09,3.94,2.15,2827,17,5524,26604,70475,81.6,61.4,46.6,29.5,51.5,83,2.28,64.8,10.8,6.47,2.38,88.5,286,215,7715
2020-10-26,App_A,WebOS,Cellular 5G,AWS CloudFront,Metro,FAST linear,1.71,3.55,2.08,0.86,1.87,2.19,3.76,2.33,3095,17.3,6245,29716,76424,78.2,64.1,44.2,28.4,53.7,84.5,2.1,65.1,9.1,5.08,2.57,88.1,235,185,7771
2020-10-26,App_B,Tizen,Cellular 4G,Cloudflare,Region,FAST linear,2.04,4.72,2.76,0.79,1.52,2.48,4.01,2.52,2594,18.3,5517,26564,69313,80.7,62.9,47.5,27,51.3,85.1,1.63,64,11.9,5.58,2.63,86.5,248,242,8494
2020-10-27,App_A,WebOS,Wi-Fi,Akamai,Country,Live Sports/Events,1.53,3.89,2.17,0.89,1.79,2.2,3.82,1.77,3216,17.2,5910,28192,76197,82.8,60.9,45,28.9,55,79.3,1.65,67.8,8.5,5.4,2.69,88.4,299,178,9688
2020-10-27,App_B,iOS,Cellular 5G,Fastly,Metro,VOD Series,1.83,4.61,2.22,0.88,1.67,2.97,3.98,2.12,3028,16.2,5142,24760,61806,77.9,60.7,43.8,30.2,46.6,82.1,1.71,63.8,10.8,5.98,2.66,87.7,327,231,8447
2020-10-28,App_A,WebOS,T-Mobile,AWS CloudFront,Metro,Live Sports/Events,1.62,4.38,1.74,0.79,1.41,2.57,3.66,2.12,3841,18.6,5963,28855,72241,83.1,62.2,46.8,28.9,54,82.6,1.93,64.9,10.1,5.26,2.46,86.9,293,191,9667
2020-10-28,App_B,WebOS,Wi-Fi,AWS CloudFront,Country,FAST linear,2.03,4.47,2.49,0.86,2,2.09,3.96,2.23,3262,19,5024,24057,54174,82.3,64.7,46.7,29.5,46.8,84.5,1.69,63.9,11.2,5.51,2.25,89.6,283,186,7394
2020-10-29,App_A,FireTV,Cellular 5G,Akamai,Region,VOD Series,1.9,3.54,1.75,0.88,1.7,2.18,4.45,2.24,3861,17.3,6288,30100,71558,79.9,59.6,48,29,53.6,83.3,1.73,63.7,9.1,5.34,2.68,89,247,219,10316
2020-10-29,App_B,Tizen,Wi-Fi,Akamai,Region,Live Sports/Events,1.68,5.12,2.21,1.14,1.77,2.81,3.58,2.08,2936,17.2,5687,27574,62371,77.4,61.8,44.8,27,51.2,83.4,1.56,63.3,11.9,6.69,2.44,87.4,250,175,8974
2020-10-30,App_A,Android TV,Wi-Fi,Cloudflare,Metro,FAST linear,1.79,4.16,2.03,0.87,1.57,2.51,4.53,2,3371,19.8,5897,28307,65070,78.3,63.4,47.5,28.8,52.7,83,1.68,64,8.9,5.09,2.62,87.6,228,154,8108
2020-10-30,App_B,Desktop Web,AT&T,AWS CloudFront,Country,Live Sports/Events,2.15,4.45,2.57,0.97,1.43,2.54,4.1,2.02,3056,16.2,5147,24462,53822,80.7,61.8,47.9,29.4,47.4,81.6,2.19,62.6,10.2,5.65,2.53,89,279,221,7470
2020-10-31,App_A,iOS,Comcast Xfinity,Fastly,Region,Live Sports/Events,1.51,4.11,1.97,0.83,1.86,2.06,4.51,1.96,3862,20,6026,28701,76716,81,59.5,46.8,31.6,54.1,80.4,1.6,69.1,8.9,5.93,2.44,88.1,266,155,7766
2020-10-31,App_B,FireTV,AT&T,Fastly,Country,VOD Series,2.13,4.71,2.36,0.79,1.79,2.31,3.8,2.32,3013,16.2,5704,27414,58546,81,60.5,47.2,28.3,51.1,81.7,1.73,60.1,10.1,6.16,2.4,86.8,276,220,8036
2020-11-01,App_A,FireTV,Broadband,Akamai,Region,Live Sports/Events,2,3.79,2.45,0.93,1.28,2.75,4.33,2.32,3074,20,5897,28220,66403,77.3,60.8,45.4,30.7,50.9,85.6,2.04,63.8,9.3,4.94,2.74,89,293,217,8146
2020-11-01,App_B,Android,AT&T,Akamai,Country,FAST linear,1.86,5.1,2.49,0.85,1.56,2.49,3.48,2.51,2755,19.3,5126,24848,57980,81.6,61.4,47.5,29.7,49.3,79.6,1.63,62.2,11.2,5.39,2.38,89.2,276,200,7037
2020-11-02,App_A,Apple TV,Broadband,AWS CloudFront,Country,VOD Series,1.82,3.88,2.41,0.74,1.72,2.07,3.96,2.07,3426,19.2,5660,27373,66737,82.8,63.3,44.3,31.6,52.1,84.5,1.87,69.5,9.1,5.48,2.7,88.3,300,191,6989
2020-11-02,App_B,Tizen,AT&T,Fastly,Region,VOD Movies,2.1,5.01,2.58,1.12,1.61,2.11,3.43,2.03,3175,16,5257,25369,67777,80.1,62.6,45.1,29,51.5,82.5,1.76,60.5,11.7,5.85,2.6,88.6,299,198,6787
2020-11-03,App_A,iOS,Cellular 4G,Fastly,Metro,FAST linear,1.84,3.66,1.8,0.73,1.89,2.36,4.01,2.25,3964,17.1,5834,28072,68580,82.5,62.2,45.6,29.4,52.8,84.6,1.78,69.5,9.5,6.02,2.85,87.8,279,207,9103
2020-11-03,App_B,Tizen,Airtel,AWS CloudFront,Region,VOD Series,1.91,4.66,2.12,1,1.45,2.89,3.42,2.17,3111,19.2,4972,23876,57203,80.4,60.9,43.5,26.6,48.8,84.8,2.08,64.8,9.9,6.17,2.64,86.9,302,225,6450
2020-11-04,App_A,Apple TV,Comcast Xfinity,AWS CloudFront,Country,Live Sports/Events,1.73,4.07,2.04,0.72,1.7,2.56,4.29,2.01,3815,19.7,6397,30537,77402,82.7,62.6,43,29.6,53.8,80.2,1.46,69,9.3,4.89,2.74,86.8,293,159,8916
2020-11-04,App_B,Tizen,T-Mobile,Fastly,Metro,Live Sports/Events,2.15,4.11,2.3,0.88,1.88,2.95,3.8,1.92,2597,19.3,5683,27346,71491,80.4,64.7,43.1,29.5,47.9,81,2.15,59.2,10.5,6.63,2.63,86.6,311,197,7066
2020-11-05,App_A,Tizen,Wi-Fi,AWS CloudFront,Region,VOD Series,1.75,4.11,1.92,0.74,1.34,2.65,3.66,2.48,3957,18.5,6025,28748,65521,78.7,61.8,46.3,29.9,52.1,85.2,1.46,64.2,10.2,5.74,2.61,88.8,256,199,9396
2020-11-05,App_B,iOS,Jio,Akamai,Region,FAST linear,2.18,4.9,1.92,0.95,2.02,2.55,3.91,2.23,2937,18.4,5161,24803,63605,81.7,60.1,46.8,28.3,51.5,81.2,1.66,62.9,11.8,6.03,2.68,87,330,172,7279
2020-11-06,App_A,Apple TV,T-Mobile,AWS CloudFront,Metro,VOD Movies,1.85,3.53,1.85,0.98,1.79,2.24,3.83,1.95,3154,19.9,5904,28103,75645,81.8,63,46.4,32.2,50,84.5,1.64,63.4,9.6,4.92,2.59,89.9,286,198,9254
2020-11-06,App_B,Desktop Web,Jio,Cloudflare,Region,Live Sports/Events,2.13,5.18,2.07,0.86,1.62,2.15,4.26,2.45,3319,17,4936,23589,62042,77.7,60.6,45.6,28.5,47.8,81.8,1.55,65,12.3,6.27,2.38,88.3,242,191,7484
2020-11-07,App_A,WebOS,AT&T,Akamai,Region,Live Sports/Events,1.65,3.92,2.5,0.83,1.54,2,4.57,2.13,3758,17.5,5698,27208,64940,80.5,63.4,44.4,31,49.5,79.4,1.92,67.1,9.6,5.64,2.77,89.8,236,170,8050
2020-11-07,App_B,FireTV,Jio,AWS CloudFront,Region,Live Sports/Events,2.16,4.12,2.28,0.98,2.02,2.82,3.43,2.39,2944,18.7,5066,24476,57867,80.6,62.8,48.1,30.2,49.4,82.8,1.9,62.9,12.2,5.32,2.57,88.5,305,228,7014
2020-11-08,App_A,Desktop Web,Wi-Fi,AWS CloudFront,Metro,FAST linear,1.99,4.63,2.51,0.98,1.81,2.69,3.62,2.36,3428,19.5,5861,28144,74909,79.7,65,43.1,28.5,55.3,82.6,1.65,69.2,8.5,6.09,2.5,88.7,245,164,10325
2020-11-08,App_B,FireTV,T-Mobile,Cloudflare,Metro,VOD Series,2.04,4.56,2.38,0.97,1.45,2.66,3.42,2.4,3242,17.1,5646,27241,57421,82,60.5,43.9,28.6,46.8,81.4,1.86,60.7,11.1,6.61,2.56,89.3,290,197,7083
2020-11-09,App_A,FireTV,AT&T,Cloudflare,Metro,VOD Movies,1.57,4.47,2.05,0.82,1.52,1.99,4.35,2.34,3878,19.7,6156,29767,62096,81.4,59.4,44.3,30.1,50.8,79.4,1.65,67.7,9.7,6.01,2.37,87.3,261,191,9498
2020-11-09,App_B,WebOS,Cellular 4G,AWS CloudFront,Country,VOD Series,1.72,4.83,2.56,0.94,1.53,2.8,3.85,2.3,2857,17.5,5032,24060,59377,83.6,63.2,43.9,28.8,46.8,82.4,1.83,62.8,10.9,5.54,2.56,89.3,314,170,7674
2020-11-10,App_A,Desktop Web,T-Mobile,Cloudflare,Metro,VOD Series,1.89,3.97,2.17,0.95,1.8,2.32,4.39,2.25,3175,18.6,6207,29889,67248,81.4,64.2,44,28.6,52.4,81.9,1.64,63.5,9.9,6.08,2.82,88.3,224,162,7577
2020-11-10,App_B,Apple TV,Cellular 4G,Cloudflare,Metro,Live Sports/Events,1.67,5.2,2.82,1.12,1.87,2.46,4.23,2.01,3395,17,5017,24163,50980,77.2,64.7,43.2,27.1,46.7,80.7,2.13,63.7,10.2,6.36,2.3,88.1,305,219,8379
2020-11-11,App_A,Android,Wi-Fi,Fastly,Country,VOD Movies,1.82,3.88,2.47,0.88,1.84,2.14,4.35,2.3,3345,18.7,6286,30026,68802,82.3,60,45.1,28.7,52.7,80.5,1.61,65,8.5,5.41,2.88,88.9,233,198,9144
2020-11-11,App_B,iOS,Jio,Cloudflare,Metro,FAST linear,2.1,4.63,2.64,1.01,1.86,2.22,3.79,2.53,2761,19.3,5580,26974,65705,80.3,63.6,47.8,29.5,48.7,79.4,1.77,59.2,9.6,5.33,2.68,88.3,326,178,7477
2020-11-12,App_A,iOS,Broadband,Fastly,Country,VOD Movies,1.68,3.54,2.43,0.94,1.37,2.05,4.22,2.58,3032,18.6,6490,31049,79370,82.7,65,47.9,30.1,53.4,83.6,1.94,69.7,9.3,5.87,2.63,88.1,281,156,9123
2020-11-12,App_B,Android TV,Cellular 4G,Fastly,Metro,VOD Series,2.1,3.89,2.79,0.99,1.43,2.2,3.97,2.09,2863,17.8,5416,26207,54301,82.5,64.5,43,30.1,46.4,80.4,2.04,61.4,10.7,5.88,2.54,88.9,322,212,9425
2020-11-13,App_A,WebOS,Cellular 5G,AWS CloudFront,Region,Live Sports/Events,1.55,4.45,2.25,0.78,1.82,2.74,4.2,2.06,3701,17.7,6565,31311,68675,80.8,60.2,46.3,29.4,52.6,80.5,1.54,68.2,10.3,5.92,2.87,88.6,212,162,8353
2020-11-13,App_B,Android,Comcast Xfinity,AWS CloudFront,Metro,VOD Movies,2,4.18,2.12,0.93,1.85,2.67,3.98,2.19,2703,17.9,5780,27717,71001,83,64.7,48,29.1,48.1,84.3,2.07,64.3,10.8,5.82,2.37,89.4,309,215,7737
2020-11-14,App_A,Apple TV,Cellular 5G,Akamai,Country,Live Sports/Events,1.88,3.53,2.57,0.99,1.28,2.13,4.3,2.51,4027,19.7,6358,30765,79333,78.6,63.6,43.9,32.4,49.7,83.9,1.41,63.8,8.6,5.72,2.79,87.8,231,159,9602
2020-11-14,App_B,Desktop Web,AT&T,AWS CloudFront,Country,Live Sports/Events,1.88,4.32,2.16,0.98,2.05,2.12,3.63,2.42,2903,17.1,5250,25260,66974,78.2,65.5,43.5,30.3,48.5,82.7,2.2,60.1,11.4,5.64,2.63,88.1,261,219,7618
2020-11-15,App_A,FireTV,Broadband,Cloudflare,Metro,VOD Movies,1.51,4.29,1.76,0.79,1.7,2.01,4.47,1.97,3770,21.2,5943,28464,62170,79.4,65.6,47,32.2,52.2,81.1,1.7,69.8,9.9,4.94,2.82,87.1,224,200,9768
2020-11-15,App_B,iOS,Wi-Fi,AWS CloudFront,Region,FAST linear,2.1,4.02,2.49,1.16,1.41,2.76,3.99,2.15,2917,18.2,5798,27684,72769,80,65.2,43.2,28.4,47.7,82.7,2.3,62.8,10.1,5.61,2.62,90,308,175,8080
2020-11-16,App_A,Desktop Web,Broadband,Cloudflare,Region,VOD Series,1.64,4.35,2.55,0.81,1.73,2.6,3.98,2.07,3164,19.8,5862,28053,71782,78.9,61.5,43.8,30,53.8,85.1,1.98,64.7,10.6,5.58,2.4,88.2,294,175,8021
2020-11-16,App_B,Android TV,Airtel,Cloudflare,Region,VOD Movies,1.83,4.34,1.96,1.04,1.47,3.02,4.13,1.89,2866,18.5,5856,28083,75659,78.3,59.9,48,30.4,47.5,84.5,2.3,62.2,9.6,5.41,2.59,88.3,298,213,8742
2020-11-17,App_A,WebOS,T-Mobile,Akamai,Country,FAST linear,1.53,3.69,2.18,0.74,1.47,2.2,4.16,2.17,3131,21,6730,32263,84674,79.7,59.4,45.4,30.4,49.8,82.5,1.79,67.3,8.4,5.86,2.52,89.9,239,187,8256
2020-11-17,App_B,Android TV,Jio,Fastly,Metro,VOD Series,1.8,4.87,2.05,1.04,1.62,2.45,4.27,2.27,2925,18.3,5499,26254,58834,78.6,59.9,46.9,26.7,48,84.4,2.21,59.5,9.5,6.22,2.28,87.1,253,173,8254
2020-11-18,App_A,Android,Wi-Fi,Fastly,Country,Live Sports/Events,2.01,3.82,1.74,1.04,1.58,2.11,3.89,1.76,3656,19.4,5982,28636,72304,77.2,61.4,48.3,29.1,55.7,83.9,1.87,66.8,8.6,5.49,2.47,89.3,219,190,7577
2020-11-18,App_B,WebOS,Cellular 4G,Cloudflare,Region,Live Sports/Events,2.03,3.94,1.98,1.14,1.66,2.87,3.89,2.34,2698,17.7,5325,25745,56369,82.6,61.7,48.1,26.8,50.8,81.4,1.83,63,11.5,5.46,2.55,88.1,322,202,9311
2020-11-19,App_A,Apple TV,T-Mobile,Akamai,Country,VOD Series,1.56,4.54,2.2,0.79,1.72,2.61,4.43,1.93,3406,18.8,6799,32707,82303,83.6,62.4,43.8,30,55.3,82.4,1.75,66.5,10.1,5.37,2.69,89.2,237,191,12039
2020-11-19,App_B,iOS,Broadband,Cloudflare,Region,VOD Series,2,4.85,2.13,0.84,1.79,2.68,4.06,2.42,3605,16.8,5549,26747,55587,78.6,61.8,43,30.1,51.3,81.2,1.72,62.4,10.9,6.32,2.45,88.5,316,236,8127
2020-11-20,App_A,WebOS,Comcast Xfinity,Cloudflare,Metro,VOD Movies,1.54,3.88,1.98,0.77,1.26,2.29,3.81,2.03,3075,19.3,6376,30851,75910,79.4,59.9,43.9,31.7,52.2,81.6,1.98,63.8,10.1,4.95,2.81,86.8,231,191,8479
2020-11-20,App_B,Android TV,T-Mobile,Akamai,Region,VOD Movies,1.91,4.71,2.76,1.09,1.77,2.85,3.86,2.72,3180,17.7,5283,25337,55108,80.3,60.4,48.2,30.3,46.6,81.8,1.66,64.5,12.2,6.52,2.65,87.9,286,200,7226
2020-11-21,App_A,iOS,AT&T,Cloudflare,Country,FAST linear,2,4.63,2.01,1.02,1.75,2.25,4.55,2.44,3400,19.5,6169,29736,76942,82.4,62.4,45.3,31.5,50.2,85.3,1.52,67,11.1,6.06,2.68,87.4,216,159,8115
2020-11-21,App_B,Android,Jio,AWS CloudFront,Metro,VOD Movies,2.09,5.17,2.36,0.87,1.63,2.64,3.44,2.13,3359,19,5682,27346,71997,80.8,62,46.5,27.5,49.4,85.6,2.13,64.9,10.4,6.16,2.42,86.9,229,186,9814
2020-11-22,App_A,Tizen,Cellular 4G,Cloudflare,Country,Live Sports/Events,1.79,4.63,2.18,0.89,1.34,2.49,4.56,1.91,3413,18.4,6532,31176,80850,83.1,63.6,48,30.2,53.4,82.8,1.91,64.9,9.6,5.75,2.76,88.3,242,195,11541
2020-11-22,App_B,FireTV,T-Mobile,Fastly,Region,Live Sports/Events,2.08,4.72,2.16,1.15,2.05,3.02,4.14,2.79,3480,17.7,5756,27607,67380,80.2,64.9,44.9,27.4,46.7,85.1,2.13,61.6,9.9,5.94,2.31,87.8,306,201,9465
2020-11-23,App_A,Desktop Web,AT&T,Fastly,Metro,FAST linear,1.62,3.85,2.18,0.82,1.46,2.82,3.77,2.46,4104,19.1,6220,30034,66065,78.8,64,46.9,29.7,51.2,80,2.03,63.8,11.2,5.15,2.46,89,297,193,7601
2020-11-23,App_B,Apple TV,AT&T,AWS CloudFront,Region,Live Sports/Events,2.22,3.92,2.03,1.14,1.43,2.58,3.93,2.58,3210,16.7,5159,24768,63515,83,64.6,45.4,30.4,48.9,79.3,1.78,59.3,10.6,5.62,2.45,87.4,230,171,7952
2020-11-24,App_A,iOS,AT&T,AWS CloudFront,Country,FAST linear,1.96,4.24,1.74,0.77,1.65,2.49,4.39,1.83,3638,21.3,6203,29652,66317,79.2,65.1,45,31.5,52.9,79.4,2.06,64.7,11.1,5.12,2.43,89.2,278,212,9777
2020-11-24,App_B,Tizen,Cellular 4G,Akamai,Country,Live Sports/Events,1.67,4.09,2.8,1,1.48,2.08,3.6,1.98,2769,17.5,5667,27451,69823,78,60.7,48.1,29.4,47,84.7,2.26,60.7,9.4,5.38,2.33,89.1,323,171,8504
2020-11-25,App_A,Tizen,T-Mobile,Akamai,Metro,Live Sports/Events,1.73,4.37,2.49,0.71,1.78,2.34,3.66,1.9,3429,21.4,6215,29602,77644,81.2,61,43,30,49.6,85.4,1.54,68.3,8.8,6.03,2.73,87.4,275,215,11011
2020-11-25,App_B,FireTV,Broadband,Fastly,Metro,VOD Series,2.22,4.55,2.23,0.95,1.53,2.88,3.54,2.46,2929,18,5985,28573,66195,79.5,60.7,44.5,30.1,51.9,82.1,1.85,60.2,11.8,6.25,2.49,86.8,312,198,7218
2020-11-26,App_A,Android,T-Mobile,Akamai,Country,VOD Series,1.58,3.76,2.5,0.88,1.62,2.7,3.75,1.73,3964,20.7,6197,29801,62784,78,60.7,45.7,31.8,53.9,81.6,1.41,69.6,9.1,5.23,2.49,88.4,275,170,9910
2020-11-26,App_B,Android,Comcast Xfinity,Cloudflare,Metro,VOD Series,1.74,4.57,2.51,0.89,1.96,3.04,3.81,2.09,3582,16.8,5792,27739,59979,78,61.5,46.2,27.1,51.3,79.9,1.65,61.9,12.2,5.48,2.67,87.7,253,192,9553
2020-11-27,App_A,WebOS,Broadband,Cloudflare,Region,VOD Series,1.74,3.84,2.44,1.04,1.34,1.95,4.18,2,3628,21.1,6976,33540,89249,78.3,65.5,47.4,32.1,55,80.6,1.49,69.5,10.9,5.66,2.6,86.8,246,200,11957
2020-11-27,App_B,Tizen,Cellular 4G,Cloudflare,Country,VOD Movies,2.18,4.77,1.9,1.12,1.39,2.89,4.06,2.3,2878,18.8,5985,28828,73877,83.3,63.7,43.3,29,48.1,84,2.18,60,10.6,6.07,2.46,86.7,325,228,9418
2020-11-28,App_A,FireTV,T-Mobile,Fastly,Country,VOD Movies,1.56,4.48,2.26,0.76,1.3,2.55,4.12,2.26,3550,21.3,6693,32026,86688,81,62.2,43.8,32.7,51.8,84.6,1.82,69.7,9.7,6.03,2.81,88.4,225,175,9992
2020-11-28,App_B,Desktop Web,Broadband,Cloudflare,Metro,Live Sports/Events,1.97,4.24,2.8,0.97,1.57,2.28,4.06,2.01,3178,19.7,5290,25633,54951,79.6,63.7,44.2,26.9,51.6,82.4,1.56,63.3,12.2,6.62,2.34,88.5,234,178,9301
2020-11-29,App_A,Android,Comcast Xfinity,Cloudflare,Metro,Live Sports/Events,1.57,3.73,2.15,0.81,1.57,2.61,3.96,2.44,4086,19.5,6553,31642,68221,83.4,60.4,44.1,30.2,51.1,84,2.03,63.9,9.2,5.01,2.47,86.9,219,174,9527
2020-11-29,App_B,FireTV,Airtel,Cloudflare,Country,FAST linear,2.16,4.29,2.42,0.86,2.02,2.45,3.48,2.3,3111,17.9,5724,27193,57497,78.9,64,46,28.6,51.6,81.7,2.14,64.4,9.4,5.5,2.55,88.4,274,192,9081
2020-11-30,App_A,iOS,AT&T,Akamai,Metro,Live Sports/Events,1.74,4.01,2.38,0.85,1.52,2.1,3.97,2.52,3455,21.9,6650,32135,86283,79.1,62.1,45.5,31.8,55.7,81.9,2.03,63.8,11,5.03,2.41,89.7,256,169,11124
2020-11-30,App_B,FireTV,Verizon,Fastly,Region,VOD Movies,2.07,4.87,2.65,1.02,1.6,2.32,4.29,2.7,3037,17.8,5497,26491,65411,78.2,62.5,47.5,27.4,46.6,79.9,2.16,59.9,11.9,6.13,2.7,89,293,233,9791
2020-12-01,App_A,Android,Broadband,Akamai,Metro,VOD Series,1.66,4.2,1.93,0.89,1.47,2.33,4.2,2.41,3507,20.9,6810,32649,75852,83,64.9,47.8,30.3,50.6,82.3,1.53,64.9,10,5.89,2.81,86.9,264,210,8596
2020-12-01,App_B,WebOS,Broadband,AWS CloudFront,Metro,Live Sports/Events,2.06,4.93,2.5,0.99,1.59,2.82,3.85,2.11,3594,20.8,5325,25723,63771,82,61.8,47.1,27.3,50.6,80,2.07,63,11.2,5.3,2.52,89.7,245,238,8684
2020-12-02,App_A,WebOS,T-Mobile,Fastly,Country,VOD Series,1.86,3.54,1.85,0.91,1.27,2.29,4.2,2.34,3599,20.2,6180,29509,66665,83.1,61.3,47,29.2,54.8,84.9,1.89,67.2,9.8,5.75,2.71,87.3,253,178,8662
2020-12-02,App_B,Android TV,Airtel,Akamai,Metro,VOD Series,1.66,4.01,2.17,0.89,1.47,2.94,4.08,1.95,3739,19.2,5949,28314,73290,79.3,64.2,45.9,30.4,47.5,80.3,1.78,60.9,9.4,5.65,2.28,87.1,283,190,8740
2020-12-03,App_A,Android TV,Comcast Xfinity,Akamai,Country,Live Sports/Events,1.86,3.96,2.02,0.77,1.81,2.3,4.12,2.34,3439,20.4,7064,34018,86597,79.8,59.7,44.7,29.8,51.4,83.1,1.86,68.1,8.3,5.54,2.46,87.9,236,214,10363
2020-12-03,App_B,WebOS,Cellular 4G,Fastly,Metro,VOD Movies,1.67,4.39,1.99,0.91,1.59,2.16,3.64,2.28,2825,17.6,5369,25692,65097,78.2,62.6,48,28.1,48.8,82.4,1.65,61.6,9.4,6.11,2.55,87.5,274,211,6808
2020-12-04,App_A,iOS,Comcast Xfinity,Fastly,Country,VOD Movies,1.9,3.83,1.78,0.96,1.45,2.09,3.95,1.79,3488,20.3,6154,29366,79801,78.6,61.7,47,31.4,55.6,84.8,2.01,68.6,9,5.64,2.65,86.9,247,171,9696
2020-12-04,App_B,iOS,Cellular 4G,AWS CloudFront,Region,VOD Series,1.74,4.23,1.93,0.93,1.48,2.93,3.99,2.64,3458,17.4,5315,25396,61121,80.4,62,47.6,26.9,48.5,85.1,2.03,65.2,11.5,6.17,2.52,88.7,245,187,7028
2020-12-05,App_A,FireTV,T-Mobile,Akamai,Region,VOD Series,1.92,3.94,1.92,0.85,1.81,2.23,3.68,1.83,4241,19.4,6310,30300,63237,83.1,61.9,44.3,30.3,52.2,85.1,1.99,66.7,10.6,5.63,2.68,88.7,210,160,11083
2020-12-05,App_B,Desktop Web,Cellular 5G,Akamai,Metro,Live Sports/Events,1.72,4.44,2.06,0.79,1.99,3.04,4.31,2.67,2890,20.5,5924,28515,67510,77.4,60.2,44.6,29.1,48.4,82.1,2.08,63.4,11.9,6.35,2.7,87.2,321,228,9384
2020-12-06,App_A,Apple TV,AT&T,Akamai,Country,VOD Movies,1.86,4.33,2,1.03,1.81,1.97,4.26,2.15,3253,22,6195,29727,75872,79.6,60.9,45.8,32,53.9,85.8,1.89,66.8,10.7,5.73,2.53,87.8,271,163,7555
2020-12-06,App_B,Tizen,Cellular 4G,Fastly,Region,Live Sports/Events,1.67,4.54,2.05,0.79,1.62,2.76,4.08,2.02,3103,19.4,5545,26617,59823,77.6,61,46.1,30.4,48.7,82.1,1.95,64.2,12,5.85,2.53,90,231,237,6972
2020-12-07,App_A,Tizen,Airtel,AWS CloudFront,Metro,Live Sports/Events,1.68,4.21,1.89,0.82,1.55,2.5,3.79,1.9,4083,20.7,6695,31899,70081,78.4,60.5,45.1,29.6,52.3,85.8,1.44,68.1,8.7,5.16,2.59,87.6,261,157,9245
2020-12-07,App_B,Android TV,Comcast Xfinity,Akamai,Country,VOD Series,1.79,4.19,2.59,0.89,1.43,2.08,3.59,2.38,3264,20.5,5845,28248,64871,78.1,62,44.9,30.2,46.4,79.4,2.15,63.4,11.7,6.4,2.52,86.9,247,238,8757
2020-12-08,App_A,Android,Cellular 4G,Fastly,Region,VOD Movies,1.95,4.28,2.05,0.79,1.57,1.89,3.72,2.06,3832,19.3,6617,31973,85204,80.1,61.7,46.9,32.4,53.9,80.3,1.5,68.1,9.2,5.18,2.78,87.5,234,202,11287
2020-12-08,App_B,Android,Jio,Cloudflare,Country,VOD Movies,1.76,4.04,2.07,0.99,1.81,2.87,4.14,2.22,2891,17.7,5755,27817,61541,81.4,61.9,44.7,27.7,48.5,81.1,1.74,63.8,10.3,6.49,2.29,87.7,256,196,8937
2020-12-09,App_A,Tizen,Jio,Akamai,Region,VOD Series,1.66,4.53,2.47,0.91,1.69,2.17,4.47,2.21,4172,21.4,7290,34931,87279,82.8,64.2,45.9,28.9,53,83.5,2.03,66.3,10.6,4.82,2.84,90.1,297,162,11591
2020-12-09,App_B,Apple TV,Jio,Cloudflare,Region,VOD Movies,1.89,4.26,2.72,1.13,1.45,2.69,3.45,2.77,3496,18.1,5879,28423,60810,80,63.2,43.5,30.2,49.6,80.7,2.26,65.3,9.8,6.33,2.68,89.3,300,214,8479
